 time T1_ox_met uel1_tot uel1_sp eh1_sp_ave uel1_mag eh1_mag_ave T2_ox_met uel2_tot uel2_sp eh2_sp_ave uel2_mag eh2_mag_ave T3_ox_met uel3_tot uel3_sp eh3_sp_ave uel3_mag eh3_mag_ave T4_ox_met uel4_tot uel4_sp eh4_sp_ave uel4_mag eh4_mag_ave T5_ox_met uel5_tot uel5_sp eh5_sp_ave uel5_mag eh5_mag_ave T6_ox_met uel6_tot uel6_sp eh6_sp_ave uel6_mag eh6_mag_ave T7_ox_met uel7_tot uel7_sp eh7_sp_ave uel7_mag eh7_mag_ave T8_ox_met uel8_tot uel8_sp eh8_sp_ave uel8_mag eh8_mag_ave T9_ox_met uel9_tot uel9_sp eh9_sp_ave uel9_mag eh9_mag_ave T10_ox_met uel10_tot uel10_sp eh10_sp_ave uel10_mag eh10_mag_ave
  1.66667E+00 5.71417E+02  8.12525E-01  3.85551E-01  4.26288E-01  4.26974E-01  4.55203E-01  5.71261E+02  6.17330E-01  4.03820E-01  4.27003E-01  2.13510E-01  4.55581E-01  5.71206E+02  5.42598E-01  4.66150E-01  4.27427E-01  7.64477E-02  4.55920E-01  5.71308E+02  6.61081E-01  5.43400E-01  4.27235E-01  1.17681E-01  4.56004E-01  5.71358E+02  7.16647E-01  6.07252E-01  4.27220E-01  1.09394E-01  4.56141E-01  5.71405E+02  7.67984E-01  6.68825E-01  4.27213E-01  9.91586E-02  4.56276E-01  5.71449E+02  8.16817E-01  7.25194E-01  4.27200E-01  9.16233E-02  4.56397E-01  5.71489E+02  8.61609E-01  7.77516E-01  4.27189E-01  8.40936E-02  4.56510E-01  5.71533E+02  9.10943E-01  8.29512E-01  4.27163E-01  8.14307E-02  4.56615E-01  5.22847E+02  6.03891E-01  5.50678E-01  5.34012E-01  5.32128E-02  5.90009E-01
  3.33333E+00 5.56658E+02  6.27070E-01  2.73738E-01  3.30072E-01  3.53332E-01  4.14115E-01  5.56525E+02  4.63765E-01  2.86828E-01  3.30830E-01  1.76937E-01  4.14888E-01  5.56478E+02  3.94526E-01  3.31148E-01  3.31208E-01  6.33773E-02  4.15311E-01  5.56565E+02  4.83371E-01  3.85920E-01  3.30890E-01  9.74514E-02  4.15049E-01  5.56608E+02  5.21745E-01  4.31210E-01  3.30784E-01  9.05343E-02  4.14990E-01  5.56648E+02  5.56892E-01  4.74875E-01  3.30691E-01  8.20169E-02  4.14942E-01  5.56685E+02  5.90582E-01  5.14838E-01  3.30599E-01  7.57439E-02  4.14891E-01  5.56720E+02  6.21409E-01  5.51924E-01  3.30515E-01  6.94851E-02  4.14845E-01  5.56757E+02  6.56016E-01  5.88766E-01  3.30414E-01  6.72496E-02  4.14782E-01  5.12543E+02  4.56666E-01  4.09128E-01  4.50355E-01  4.75383E-02  5.59298E-01
  5.00000E+00 5.41899E+02  5.29906E-01  2.06276E-01  2.40939E-01  3.23631E-01  4.04367E-01  5.41789E+02  3.78444E-01  2.16118E-01  2.41786E-01  1.62327E-01  4.05422E-01  5.41750E+02  3.07705E-01  2.49545E-01  2.42151E-01  5.81601E-02  4.05858E-01  5.41822E+02  3.80209E-01  2.90915E-01  2.41702E-01  8.92932E-02  4.05274E-01  5.41857E+02  4.08017E-01  3.25135E-01  2.41512E-01  8.28820E-02  4.05016E-01  5.41890E+02  4.33163E-01  3.58141E-01  2.41338E-01  7.50221E-02  4.04780E-01  5.41922E+02  4.57594E-01  3.88363E-01  2.41171E-01  6.92304E-02  4.04553E-01  5.41950E+02  4.79887E-01  4.16422E-01  2.41018E-01  6.34644E-02  4.04346E-01  5.41982E+02  5.05687E-01  4.44311E-01  2.40846E-01  6.13764E-02  4.04114E-01  5.02239E+02  3.42153E-01  2.99440E-01  3.69836E-01  4.27129E-02  5.30438E-01
  6.66667E+00 5.27140E+02  4.83290E-01  1.73025E-01  1.57738E-01  3.10265E-01  4.00765E-01  5.27052E+02  3.36921E-01  1.81032E-01  1.58668E-01  1.55889E-01  4.02034E-01  5.27021E+02  2.64852E-01  2.08991E-01  1.59016E-01  5.58603E-02  4.02440E-01  5.27079E+02  3.29563E-01  2.43963E-01  1.58441E-01  8.56006E-02  4.01548E-01  5.27107E+02  3.52237E-01  2.72874E-01  1.58167E-01  7.93630E-02  4.01091E-01  5.27133E+02  3.72557E-01  3.00798E-01  1.57914E-01  7.17586E-02  4.00664E-01  5.27158E+02  3.92560E-01  3.26408E-01  1.57674E-01  6.61516E-02  4.00262E-01  5.27181E+02  4.10802E-01  3.50216E-01  1.57454E-01  6.05853E-02  3.99891E-01  5.27206E+02  4.32459E-01  3.73924E-01  1.57212E-01  5.85347E-02  3.99491E-01  4.91935E+02  2.55421E-01  2.17423E-01  2.91576E-01  3.79980E-02  4.98902E-01
  8.33333E+00 5.12381E+02  4.77584E-01  1.65828E-01  8.05450E-02  3.11757E-01  4.00524E-01  5.12316E+02  3.30004E-01  1.73085E-01  8.15482E-02  1.56919E-01  4.01998E-01  5.12293E+02  2.55945E-01  1.99713E-01  8.18779E-02  5.62326E-02  4.02375E-01  5.12336E+02  3.19611E-01  2.33620E-01  8.11819E-02  8.59913E-02  4.01186E-01  5.12357E+02  3.41235E-01  2.61613E-01  8.08286E-02  7.96221E-02  4.00535E-01  5.12376E+02  3.60609E-01  2.88705E-01  8.04999E-02  7.19045E-02  3.99924E-01  5.12394E+02  3.79821E-01  3.13611E-01  8.01896E-02  6.62101E-02  3.99351E-01  5.12411E+02  3.97382E-01  3.36808E-01  7.99045E-02  6.05746E-02  3.98823E-01  5.12430E+02  4.18432E-01  3.59972E-01  7.95963E-02  5.84597E-02  3.98260E-01  4.81631E+02  1.92481E-01  1.60465E-01  2.13318E-01  3.20166E-02  4.55995E-01
  1.00000E+01 4.97622E+02  5.06801E-01  1.77431E-01  9.28305E-03  3.29371E-01  4.03249E-01  4.97580E+02  3.50781E-01  1.84737E-01  1.03468E-02  1.66043E-01  4.04912E-01  4.97565E+02  2.72533E-01  2.13035E-01  1.06528E-02  5.94986E-02  4.05255E-01  4.97593E+02  3.40528E-01  2.49723E-01  9.84468E-03  9.08044E-02  4.03780E-01  4.97606E+02  3.63942E-01  2.79970E-01  9.41548E-03  8.39719E-02  4.02942E-01  4.97619E+02  3.85039E-01  3.09298E-01  9.01453E-03  7.57410E-02  4.02154E-01  4.97631E+02  4.05985E-01  3.36321E-01  8.63747E-03  6.96642E-02  4.01416E-01  4.97642E+02  4.25202E-01  3.61534E-01  8.29072E-03  6.36680E-02  4.00735E-01  4.97654E+02  4.48158E-01  3.86780E-01  7.91940E-03  6.13782E-02  4.00015E-01  4.71326E+02  1.53644E-01  1.28665E-01  1.34817E-01  2.49790E-02  4.01350E-01
  1.16667E+01 4.82863E+02  5.35864E-01  2.07789E-01 -6.02341E-02  3.28076E-01  3.91128E-01  4.82844E+02  3.81604E-01  2.15976E-01 -5.91701E-02  1.65628E-01  3.92943E-01  4.82837E+02  3.08303E-01  2.48963E-01 -5.89216E-02  5.93398E-02  3.93233E-01  4.82849E+02  3.82653E-01  2.92274E-01 -5.98220E-02  9.03783E-02  3.91488E-01  4.82856E+02  4.11415E-01  3.27947E-01 -6.03231E-02  8.34673E-02  3.90468E-01  4.82862E+02  4.37773E-01  3.62582E-01 -6.07931E-02  7.51907E-02  3.89506E-01  4.82867E+02  4.63623E-01  3.94547E-01 -6.12335E-02  6.90766E-02  3.88607E-01  4.82872E+02  4.87468E-01  4.24406E-01 -6.16388E-02  6.30619E-02  3.87778E-01  4.82878E+02  5.15086E-01  4.54361E-01 -6.20688E-02  6.07249E-02  3.86905E-01  4.61022E+02  1.39736E-01  1.22311E-01  5.60750E-02  1.74249E-02  3.34968E-01
  1.33333E+01 4.68104E+02  5.43620E-01  2.59645E-01 -1.30434E-01  2.83975E-01  3.54490E-01  4.68107E+02  4.13380E-01  2.69689E-01 -1.29429E-01  1.43690E-01  3.56469E-01  4.68108E+02  3.62339E-01  3.10859E-01 -1.29275E-01  5.14794E-02  3.56716E-01  4.68106E+02  4.43395E-01  3.65208E-01 -1.30254E-01  7.81871E-02  3.54703E-01  4.68105E+02  4.82044E-01  4.09963E-01 -1.30828E-01  7.20806E-02  3.53505E-01  4.68105E+02  5.18271E-01  4.53447E-01 -1.31368E-01  6.48236E-02  3.52373E-01  4.68104E+02  5.53069E-01  4.93610E-01 -1.31873E-01  5.94585E-02  3.51317E-01  4.68103E+02  5.85355E-01  5.31153E-01 -1.32338E-01  5.42017E-02  3.50343E-01  4.68102E+02  6.20962E-01  5.68849E-01 -1.32826E-01  5.21131E-02  3.49320E-01  4.50718E+02  1.51852E-01  1.41690E-01 -2.29096E-02  1.01629E-02  2.56850E-01
  1.50000E+01 4.53345E+02  5.36643E-01  3.33720E-01 -2.01316E-01  2.02923E-01  2.93335E-01  4.53371E+02  4.49799E-01  3.46696E-01 -2.00430E-01  1.03104E-01  2.95488E-01  4.53380E+02  4.36659E-01  3.99712E-01 -2.00407E-01  3.69471E-02  2.95703E-01  4.53363E+02  5.25515E-01  4.69661E-01 -2.01452E-01  5.58535E-02  2.93425E-01  4.53355E+02  5.78634E-01  5.27292E-01 -2.02099E-01  5.13421E-02  2.92053E-01  4.53347E+02  6.29346E-01  5.83300E-01 -2.02711E-01  4.60454E-02  2.90756E-01  4.53340E+02  6.77169E-01  6.35044E-01 -2.03281E-01  4.21248E-02  2.89546E-01  4.53334E+02  7.21729E-01  6.83421E-01 -2.03806E-01  3.83078E-02  2.88430E-01  4.53326E+02  7.68740E-01  7.32002E-01 -2.04351E-01  3.67382E-02  2.87261E-01  4.40414E+02  1.93567E-01  1.89112E-01 -1.03383E-01  4.45554E-03  1.70689E-01
  1.66667E+01 4.38586E+02  5.46464E-01  4.36002E-01 -2.74911E-01  1.10462E-01  2.12397E-01  4.38635E+02  5.09830E-01  4.53233E-01 -2.74175E-01  5.65969E-02  2.14723E-01  4.38652E+02  5.43012E-01  5.22719E-01 -2.74304E-01  2.02934E-02  2.14904E-01  4.38620E+02  6.44469E-01  6.14076E-01 -2.75412E-01  3.03935E-02  2.12362E-01  4.38605E+02  7.17180E-01  6.89402E-01 -2.76136E-01  2.77776E-02  2.10815E-01  4.38590E+02  7.87382E-01  7.62607E-01 -2.76823E-01  2.47745E-02  2.09352E-01  4.38577E+02  8.52777E-01  8.30230E-01 -2.77460E-01  2.25472E-02  2.07989E-01  4.38564E+02  9.13855E-01  8.93450E-01 -2.78049E-01  2.04046E-02  2.06731E-01  4.38550E+02  9.76388E-01  9.56920E-01 -2.78654E-01  1.94684E-02  2.05416E-01  4.30110E+02  2.71657E-01  2.70442E-01 -1.87305E-01  1.21494E-03  8.06807E-02
  1.83333E+01 4.23827E+02  6.22134E-01  5.82502E-01 -3.55503E-01  3.96314E-02  1.23007E-01  4.23898E+02  6.26672E-01  6.05937E-01 -3.54913E-01  2.07350E-02  1.25505E-01  4.23923E+02  7.06472E-01  6.99026E-01 -3.55194E-01  7.44637E-03  1.25651E-01  4.23877E+02  8.31773E-01  8.20877E-01 -3.56367E-01  1.08964E-02  1.22842E-01  4.23854E+02  9.31224E-01  9.21409E-01 -3.57170E-01  9.81469E-03  1.21119E-01  4.23833E+02  1.02772E+00  1.01909E+00 -3.57935E-01  8.63129E-03  1.19490E-01  4.23813E+02  1.11703E+00  1.10928E+00 -3.58641E-01  7.75078E-03  1.17972E-01  4.23795E+02  1.20051E+00  1.19358E+00 -3.59295E-01  6.92634E-03  1.16570E-01  4.23774E+02  1.28469E+00  1.27817E+00 -3.59962E-01  6.52036E-03  1.15108E-01  4.19806E+02  3.91186E-01  3.90302E-01 -2.74707E-01  8.83891E-04 -1.31887E-02
  2.00000E+01 4.09068E+02  7.85700E-01  7.82859E-01 -4.43233E-01  2.84100E-03  2.56471E-02  4.09162E+02  8.16571E-01  8.14872E-01 -4.42786E-01  1.69919E-03  2.83224E-02  4.09195E+02  9.40860E-01  9.40243E-01 -4.43217E-01  6.16471E-04  2.84362E-02  4.09134E+02  1.10441E+00  1.10364E+00 -4.44459E-01  7.74783E-04  2.53574E-02  4.09104E+02  1.23913E+00  1.23850E+00 -4.45342E-01  6.29930E-04  2.34582E-02  4.09076E+02  1.36999E+00  1.36950E+00 -4.46185E-01  4.98761E-04  2.16607E-02  4.09049E+02  1.49080E+00  1.49039E+00 -4.46963E-01  4.02805E-04  1.99866E-02  4.09025E+02  1.60368E+00  1.60335E+00 -4.47682E-01  3.23776E-04  1.84406E-02  4.08999E+02  1.71691E+00  1.71664E+00 -4.48411E-01  2.70302E-04  1.68301E-02  4.09502E+02  5.57512E-01  5.53577E-01 -3.65588E-01  3.93538E-03 -1.10919E-01
  2.16667E+01 4.06375E+02  7.04938E-01  6.93383E-01 -4.17203E-01  1.15550E-02  5.34595E-02  4.06375E+02  7.27861E-01  7.21701E-01 -4.16753E-01  6.16052E-03  5.52932E-02  4.06375E+02  8.34073E-01  8.31856E-01 -4.16929E-01  2.21710E-03  5.53587E-02  4.06375E+02  9.77999E-01  9.74818E-01 -4.17762E-01  3.18111E-03  5.32298E-02  4.06375E+02  1.09537E+00  1.09254E+00 -4.18326E-01  2.83008E-03  5.19134E-02  4.06375E+02  1.20907E+00  1.20661E+00 -4.18863E-01  2.45887E-03  5.06673E-02  4.06375E+02  1.31383E+00  1.31165E+00 -4.19359E-01  2.18231E-03  4.95072E-02  4.06375E+02  1.41153E+00  1.40960E+00 -4.19817E-01  1.92849E-03  4.84358E-02  4.06375E+02  1.50942E+00  1.50762E+00 -4.20286E-01  1.79360E-03  4.73203E-02  4.06375E+02  4.85868E-01  4.83451E-01 -3.41687E-01  2.41762E-03 -8.71186E-02
  2.33333E+01 3.98750E+02  7.71091E-01  7.68032E-01 -4.39028E-01  3.05924E-03  2.67782E-02  3.98750E+02  8.01387E-01  7.99662E-01 -4.38645E-01  1.72550E-03  2.85822E-02  3.98750E+02  9.22406E-01  9.21782E-01 -4.38858E-01  6.23739E-04  2.86256E-02  3.98750E+02  1.08073E+00  1.07989E+00 -4.39668E-01  8.40109E-04  2.64975E-02  3.98750E+02  1.21082E+00  1.21010E+00 -4.40227E-01  7.16957E-04  2.51762E-02  3.98750E+02  1.33684E+00  1.33624E+00 -4.40759E-01  5.97403E-04  2.39251E-02  3.98750E+02  1.45287E+00  1.45236E+00 -4.41251E-01  5.08710E-04  2.27605E-02  3.98750E+02  1.56104E+00  1.56061E+00 -4.41705E-01  4.31716E-04  2.16851E-02  3.98750E+02  1.66929E+00  1.66890E+00 -4.42168E-01  3.83918E-04  2.05662E-02  3.98750E+02  5.51770E-01  5.47623E-01 -3.63632E-01  4.14708E-03 -1.13834E-01
  2.50000E+01 3.91125E+02  8.54144E-01  8.54119E-01 -4.62919E-01  2.49067E-05 -1.41042E-03  3.91125E+02  8.89588E-01  8.89576E-01 -4.62607E-01  1.14827E-05  3.62051E-04  3.91125E+02  1.02550E+00  1.02549E+00 -4.62859E-01  3.96165E-06  3.82047E-04  3.91125E+02  1.20105E+00  1.20105E+00 -4.63644E-01  2.85404E-06 -1.74539E-03  3.91125E+02  1.34566E+00  1.34566E+00 -4.64197E-01  4.36861E-06 -3.07210E-03  3.91125E+02  1.48571E+00  1.48570E+00 -4.64725E-01  7.71412E-06 -4.32869E-03  3.91125E+02  1.61459E+00  1.61458E+00 -4.65211E-01  1.22174E-05 -5.49794E-03  3.91125E+02  1.73471E+00  1.73469E+00 -4.65661E-01  1.69759E-05 -6.57788E-03  3.91125E+02  1.85484E+00  1.85481E+00 -4.66118E-01  2.37166E-05 -7.70052E-03  3.91125E+02  6.28918E-01  6.22440E-01 -3.87650E-01  6.47799E-03 -1.42057E-01
  2.66667E+01 3.83500E+02  9.56505E-01  9.53153E-01 -4.88960E-01  3.35166E-03 -3.07618E-02  3.83500E+02  9.94490E-01  9.93019E-01 -4.88722E-01  1.47083E-03 -2.90221E-02  3.83500E+02  1.14532E+00  1.14480E+00 -4.89014E-01  5.19743E-04 -2.90267E-02  3.83500E+02  1.34133E+00  1.34041E+00 -4.89773E-01  9.17032E-04 -3.11537E-02  3.83500E+02  1.50249E+00  1.50157E+00 -4.90320E-01  9.21613E-04 -3.24863E-02  3.83500E+02  1.65849E+00  1.65759E+00 -4.90842E-01  8.96827E-04 -3.37488E-02  3.83500E+02  1.80202E+00  1.80113E+00 -4.91323E-01  8.83418E-04 -3.49231E-02  3.83500E+02  1.93574E+00  1.93488E+00 -4.91767E-01  8.58600E-04 -3.60079E-02  3.83500E+02  2.06947E+00  2.06858E+00 -4.92217E-01  8.81197E-04 -3.71346E-02  3.83500E+02  7.18877E-01  7.09422E-01 -4.13824E-01  9.45491E-03 -1.71444E-01
  2.83333E+01 3.75875E+02  1.08030E+00  1.06648E+00 -5.17150E-01  1.38244E-02 -6.12758E-02  3.75875E+02  1.11789E+00  1.11140E+00 -5.16990E-01  6.49607E-03 -5.95704E-02  3.75875E+02  1.28365E+00  1.28134E+00 -5.17322E-01  2.31157E-03 -5.96008E-02  3.75875E+02  1.50368E+00  1.49988E+00 -5.18054E-01  3.79869E-03 -6.17276E-02  3.75875E+02  1.68362E+00  1.67995E+00 -5.18594E-01  3.66937E-03 -6.30663E-02  3.75875E+02  1.85769E+00  1.85424E+00 -5.19110E-01  3.44652E-03 -6.43352E-02  3.75875E+02  2.01783E+00  2.01454E+00 -5.19585E-01  3.29017E-03 -6.55150E-02  3.75875E+02  2.16698E+00  2.16386E+00 -5.20024E-01  3.11056E-03 -6.66049E-02  3.75875E+02  2.31620E+00  2.31309E+00 -5.20466E-01  3.10536E-03 -6.77360E-02  3.75875E+02  8.23119E-01  8.09975E-01 -4.42152E-01  1.31444E-02 -2.01994E-01
  3.00000E+01 3.68250E+02  1.22781E+00  1.19555E+00 -5.47491E-01  3.22590E-02 -9.29526E-02  3.68250E+02  1.26173E+00  1.24623E+00 -5.47410E-01  1.54953E-02 -9.12827E-02  3.68250E+02  1.44237E+00  1.43685E+00 -5.47785E-01  5.52546E-03 -9.13401E-02  3.68250E+02  1.69036E+00  1.68149E+00 -5.48488E-01  8.87240E-03 -9.34669E-02  3.68250E+02  1.89154E+00  1.88308E+00 -5.49020E-01  8.45627E-03 -9.48123E-02  3.68250E+02  2.08601E+00  2.07816E+00 -5.49529E-01  7.84576E-03 -9.60879E-02  3.68250E+02  2.26494E+00  2.25753E+00 -5.49997E-01  7.40696E-03 -9.72736E-02  3.68250E+02  2.43151E+00  2.42458E+00 -5.50430E-01  6.93291E-03 -9.83691E-02  3.68250E+02  2.59831E+00  2.59146E+00 -5.50865E-01  6.85111E-03 -9.95048E-02  3.68250E+02  9.43233E-01  9.25617E-01 -4.72635E-01  1.76155E-02 -2.33707E-01
  3.16667E+01 3.60625E+02  1.40144E+00  1.34194E+00 -5.79982E-01  5.95024E-02 -1.25792E-01  3.60625E+02  1.42805E+00  1.39916E+00 -5.79983E-01  2.88920E-02 -1.24159E-01  3.60625E+02  1.62354E+00  1.61322E+00 -5.80402E-01  1.03130E-02 -1.24245E-01  3.60625E+02  1.90381E+00  1.88744E+00 -5.81074E-01  1.63713E-02 -1.26372E-01  3.60625E+02  2.12893E+00  2.11343E+00 -5.81598E-01  1.54988E-02 -1.27724E-01  3.60625E+02  2.34635E+00  2.33206E+00 -5.82100E-01  1.42907E-02 -1.29007E-01  3.60625E+02  2.54645E+00  2.53303E+00 -5.82560E-01  1.34149E-02 -1.30199E-01  3.60625E+02  2.73265E+00  2.72015E+00 -5.82987E-01  1.24918E-02 -1.31300E-01  3.60625E+02  2.91932E+00  2.90704E+00 -5.83413E-01  1.22792E-02 -1.32441E-01  3.60625E+02  1.08093E+00  1.05799E+00 -5.05272E-01  2.29402E-02 -2.66584E-01
  3.33333E+01 3.53000E+02  1.60375E+00  1.50731E+00 -6.14622E-01  9.64327E-02 -1.59794E-01  3.53000E+02  1.61906E+00  1.57194E+00 -6.14709E-01  4.71254E-02 -1.58200E-01  3.53000E+02  1.82932E+00  1.81249E+00 -6.15172E-01  1.68314E-02 -1.58314E-01  3.53000E+02  2.14664E+00  2.12010E+00 -6.15812E-01  2.65370E-02 -1.60442E-01  3.53000E+02  2.39865E+00  2.37362E+00 -6.16327E-01  2.50216E-02 -1.61802E-01  3.53000E+02  2.64183E+00  2.61884E+00 -6.16821E-01  2.29846E-02 -1.63092E-01  3.53000E+02  2.86569E+00  2.84419E+00 -6.17274E-01  2.15018E-02 -1.64291E-01  3.53000E+02  3.07393E+00  3.05397E+00 -6.17693E-01  1.99594E-02 -1.65398E-01  3.53000E+02  3.28297E+00  3.26342E+00 -6.18110E-01  1.95563E-02 -1.66545E-01  3.53000E+02  1.23802E+00  1.20883E+00 -5.40065E-01  2.91927E-02 -3.00624E-01
  3.50000E+01 3.35291E+02  2.18471E+00  1.96342E+00 -7.01341E-01  2.21289E-01 -2.41413E-01  3.35291E+02  2.15750E+00  2.04850E+00 -7.01632E-01  1.09002E-01 -2.39911E-01  3.35291E+02  2.40104E+00  2.36208E+00 -7.02202E-01  3.89595E-02 -2.40097E-01  3.35291E+02  2.82260E+00  2.76170E+00 -7.02763E-01  6.09073E-02 -2.42226E-01  3.35291E+02  3.14823E+00  3.09109E+00 -7.03255E-01  5.71404E-02 -2.43605E-01  3.35291E+02  3.46178E+00  3.40953E+00 -7.03730E-01  5.22422E-02 -2.44914E-01  3.35291E+02  3.75068E+00  3.70202E+00 -7.04162E-01  4.86602E-02 -2.46129E-01  3.35291E+02  4.01916E+00  3.97417E+00 -7.04563E-01  4.49909E-02 -2.47252E-01  3.35291E+02  4.28963E+00  4.24573E+00 -7.04957E-01  4.39017E-02 -2.48411E-01  3.35291E+02  1.67771E+00  1.63044E+00 -6.27147E-01  4.72709E-02 -3.82330E-01
  3.66667E+01 3.20308E+02  2.79322E+00  2.42447E+00 -7.79246E-01  3.68747E-01 -3.11271E-01  3.20308E+02  2.71254E+00  2.53028E+00 -7.79712E-01  1.82265E-01 -3.09848E-01  3.20308E+02  2.98284E+00  2.91768E+00 -7.80371E-01  6.51649E-02 -3.10095E-01  3.20308E+02  3.51168E+00  3.41018E+00 -7.80864E-01  1.01500E-01 -3.12227E-01  3.20308E+02  3.91117E+00  3.81616E+00 -7.81335E-01  9.50118E-02 -3.13622E-01  3.20308E+02  4.29521E+00  4.20852E+00 -7.81791E-01  8.66874E-02 -3.14948E-01  3.20308E+02  4.64934E+00  4.56875E+00 -7.82205E-01  8.05888E-02 -3.16178E-01  3.20308E+02  4.97822E+00  4.90384E+00 -7.82589E-01  7.43810E-02 -3.17314E-01  3.20308E+02  5.31049E+00  5.23804E+00 -7.82962E-01  7.24481E-02 -3.18485E-01  3.20308E+02  2.12898E+00  2.06279E+00 -7.05363E-01  6.61849E-02 -4.52259E-01
  3.83333E+01 3.07362E+02  3.41212E+00  2.88428E+00 -8.49853E-01  5.27845E-01 -3.72175E-01  3.07362E+02  3.27219E+00  3.01078E+00 -8.50470E-01  2.61411E-01 -3.70820E-01  3.07362E+02  3.56526E+00  3.47178E+00 -8.51207E-01  9.34780E-02 -3.71122E-01  3.07362E+02  4.20213E+00  4.05683E+00 -8.51639E-01  1.45297E-01 -3.73256E-01  3.07362E+02  4.67497E+00  4.53913E+00 -8.52090E-01  1.35839E-01 -3.74666E-01  3.07362E+02  5.12892E+00  5.00512E+00 -8.52529E-01  1.23792E-01 -3.76007E-01  3.07362E+02  5.54779E+00  5.43283E+00 -8.52926E-01  1.14958E-01 -3.77250E-01  3.07362E+02  5.93659E+00  5.83060E+00 -8.53295E-01  1.05997E-01 -3.78399E-01  3.07362E+02  6.33032E+00  6.22719E+00 -8.53649E-01  1.03135E-01 -3.79581E-01  3.07362E+02  2.58370E+00  2.49843E+00 -7.76239E-01  8.52633E-02 -5.13223E-01
  4.00000E+01 2.95955E+02  4.03445E+00  3.34115E+00 -9.14624E-01  6.93297E-01 -4.26358E-01  2.95955E+02  3.83202E+00  3.48824E+00 -9.15376E-01  3.43782E-01 -4.25065E-01  2.95955E+02  4.14530E+00  4.02236E+00 -9.16181E-01  1.22946E-01 -4.25415E-01  2.95955E+02  4.89016E+00  4.69932E+00 -9.16557E-01  1.90842E-01 -4.27552E-01  2.95955E+02  5.43566E+00  5.25739E+00 -9.16991E-01  1.78275E-01 -4.28976E-01  2.95955E+02  5.95882E+00  5.79648E+00 -9.17415E-01  1.62340E-01 -4.30331E-01  2.95955E+02  6.44182E+00  6.29118E+00 -9.17796E-01  1.50648E-01 -4.31585E-01  2.95955E+02  6.88996E+00  6.75115E+00 -9.18150E-01  1.38814E-01 -4.32746E-01  2.95955E+02  7.34463E+00  7.20965E+00 -9.18487E-01  1.34975E-01 -4.33937E-01  2.95955E+02  3.03895E+00  2.93469E+00 -8.41249E-01  1.04263E-01 -5.67458E-01
  4.16667E+01 2.85723E+02  4.66289E+00  3.79707E+00 -9.74975E-01  8.65824E-01 -4.76323E-01  2.85723E+02  4.39444E+00  3.96472E+00 -9.75852E-01  4.29721E-01 -4.75087E-01  2.85723E+02  4.72549E+00  4.57180E+00 -9.76720E-01  1.53693E-01 -4.75481E-01  2.85723E+02  5.57876E+00  5.34043E+00 -9.77045E-01  2.38335E-01 -4.77621E-01  2.85723E+02  6.19658E+00  5.97407E+00 -9.77462E-01  2.22510E-01 -4.79058E-01  2.85723E+02  6.78858E+00  6.58607E+00 -9.77871E-01  2.02510E-01 -4.80425E-01  2.85723E+02  7.33538E+00  7.14755E+00 -9.78237E-01  1.87829E-01 -4.81691E-01  2.85723E+02  7.84255E+00  7.66955E+00 -9.78579E-01  1.72993E-01 -4.82862E-01  2.85723E+02  8.35791E+00  8.18978E+00 -9.78899E-01  1.68126E-01 -4.84063E-01  2.85723E+02  3.49622E+00  3.37274E+00 -9.01821E-01  1.23475E-01 -6.17470E-01
  4.33333E+01 2.76405E+02  5.29854E+00  4.25346E+00 -1.03186E+00  1.04508E+00 -5.23196E-01  2.76405E+02  4.96076E+00  4.44172E+00 -1.03285E+00  5.19048E-01 -5.22013E-01  2.76405E+02  5.30749E+00  5.12184E+00 -1.03378E+00  1.85652E-01 -5.22450E-01  2.76405E+02  6.26986E+00  5.98218E+00 -1.03405E+00  2.87682E-01 -5.24592E-01  2.76405E+02  6.95990E+00  6.69144E+00 -1.03446E+00  2.68459E-01 -5.26041E-01  2.76405E+02  7.62061E+00  7.37638E+00 -1.03485E+00  2.44226E-01 -5.27420E-01  2.76405E+02  8.23112E+00  8.00469E+00 -1.03520E+00  2.26432E-01 -5.28697E-01  2.76405E+02  8.79721E+00  8.58874E+00 -1.03553E+00  2.08472E-01 -5.29878E-01  2.76405E+02  9.37324E+00  9.17071E+00 -1.03584E+00  2.02531E-01 -5.31087E-01  2.76405E+02  3.95646E+00  3.81348E+00 -9.58910E-01  1.42975E-01 -6.64388E-01
  4.50000E+01 2.67807E+02  5.94199E+00  4.71156E+00 -1.08596E+00  1.23044E+00 -5.67598E-01  2.67807E+02  5.53196E+00  4.92052E+00 -1.08706E+00  6.11440E-01 -5.66466E-01  2.67807E+02  5.89267E+00  5.67396E+00 -1.08804E+00  2.18709E-01 -5.66943E-01  2.67807E+02  6.96504E+00  6.62634E+00 -1.08828E+00  3.38706E-01 -5.69087E-01  2.67807E+02  7.72743E+00  7.41147E+00 -1.08866E+00  3.15961E-01 -5.70548E-01  2.67807E+02  8.45694E+00  8.16959E+00 -1.08904E+00  2.87344E-01 -5.71939E-01  2.67807E+02  9.13127E+00  8.86495E+00 -1.08938E+00  2.66325E-01 -5.73225E-01  2.67807E+02  9.75637E+00  9.51124E+00 -1.08970E+00  2.45131E-01 -5.74415E-01  2.67807E+02  1.03932E+01  1.01551E+01 -1.08999E+00  2.38074E-01 -5.75633E-01  2.67807E+02  4.42054E+00  4.25778E+00 -1.01321E+00  1.62764E-01 -7.08832E-01
